llanquihue 2016 1 2 21 0 0.0279175990954933
llanquihue 2016 1 9 15 0 0.019858623447218376
llanquihue 2016 1 14 19 0 0.10271371060938422
llanquihue 2016 1 15 13 0 2.7520319050029483
llanquihue 2016 1 16 1 0 0.24375892745717329
llanquihue 2016 1 21 7 0 0.009192388114364031
llanquihue 2016 1 23 19 0 0.13967609985693005
llanquihue 2016 1 24 16 0 0.051502398195082955
llanquihue 2016 1 26 2 0 1.5189472191408109
llanquihue 2016 1 26 3 0 1.5189472191408109
llanquihue 2016 1 26 4 0 1.5189472191408109
llanquihue 2016 1 26 5 0 0.49086524241521023
llanquihue 2016 1 26 6 0 0.49086524241521023
llanquihue 2016 1 26 7 0 0.49086524241521023
llanquihue 2016 1 26 17 0 2.584002334382715
llanquihue 2016 1 26 18 0 2.507998561438078
llanquihue 2016 1 26 19 0 1.6905495927273197
llanquihue 2016 1 27 5 0 3.125713922836633
llanquihue 2016 1 27 6 0 1.3312331374770523
llanquihue 2016 1 28 12 0 0.09906535681001644
llanquihue 2016 2 8 15 0 1.5776404600860485
llanquihue 2016 2 11 21 0 0.04434574165119294
llanquihue 2016 2 12 8 0 0.5128536097313146
llanquihue 2016 2 12 9 0 0.5128536097313146
llanquihue 2016 2 12 10 0 0.5128536097313146
llanquihue 2016 2 12 13 0 1.346370448793298
llanquihue 2016 2 12 14 0 1.346370448793298
llanquihue 2016 2 12 15 0 1.346370448793298
llanquihue 2016 2 12 16 0 1.346370448793298
llanquihue 2016 2 12 19 0 0.3015972327835747
llanquihue 2016 2 12 21 0 0.3241123874771659
llanquihue 2016 2 13 18 0 0.39192089958411125
llanquihue 2016 2 14 14 0 0.6200330202002085
llanquihue 2016 2 14 18 0 2.4832807346281367
llanquihue 2016 2 15 10 0 0.26582913101253475
llanquihue 2016 2 16 0 0 0.7635543562077717
llanquihue 2016 2 16 1 0 0.4417809134023459
llanquihue 2016 2 16 16 0 0.39013438342078716
llanquihue 2016 2 16 17 0 0.39013438342078716
llanquihue 2016 2 16 18 0 0.39013438342078716
llanquihue 2016 2 16 19 0 0.39013438342078716
llanquihue 2016 2 16 20 0 0.39013438342078716
llanquihue 2016 2 16 21 0 0.39013438342078716
llanquihue 2016 2 17 20 0 1.4865655388833843
llanquihue 2016 2 18 4 0 0.2865571804675586
llanquihue 2016 2 19 20 0 0.21953022039499853
llanquihue 2016 2 21 21 0 0.005664491457019337
llanquihue 2016 2 22 22 0 0.28318410637784597
llanquihue 2016 2 23 17 0 0.40174468668326624
llanquihue 2016 2 25 4 0 2.638933002509303
llanquihue 2016 2 26 3 0 0.5881762717264902
llanquihue 2016 2 26 8 0 1.2292096474660992
llanquihue 2016 2 26 9 0 1.2292096474660992
llanquihue 2016 2 26 11 0 0.38618759427764693
llanquihue 2016 2 26 12 0 0.38618759427764693
llanquihue 2016 2 26 13 0 0.38618759427764693
llanquihue 2016 2 26 14 0 0.38618759427764693
llanquihue 2016 2 26 15 0 0.38618759427764693
llanquihue 2016 2 26 16 0 0.38618759427764693
llanquihue 2016 2 26 20 0 0.44727992680257445
llanquihue 2016 2 26 21 0 0.44727992680257445
llanquihue 2016 2 26 22 0 0.44727992680257445
llanquihue 2016 2 27 13 0 0.4296181919688297
llanquihue 2016 2 27 16 0 0.5085934127279358
llanquihue 2016 2 27 17 0 0.5085934127279358
llanquihue 2016 2 27 18 0 0.5085934127279358
llanquihue 2016 2 27 19 0 0.5085934127279358
llanquihue 2016 3 7 0 0 0.35022731835217913
llanquihue 2016 3 7 1 0 0.35022731835217913
llanquihue 2016 3 7 2 0 0.35022731835217913
llanquihue 2016 3 7 8 0 0.2444166393499269
llanquihue 2016 3 8 22 0 2.343761040718177
llanquihue 2016 3 16 1 0 0.446523821853011
llanquihue 2016 3 16 2 0 0.9558639030735206
llanquihue 2016 3 16 3 0 1.90905132167885
llanquihue 2016 3 16 4 0 0.5093400812205097
llanquihue 2016 3 16 5 0 0.5093400812205097
llanquihue 2016 3 16 6 0 0.5628915026804925
llanquihue 2016 3 16 7 0 0.32100499383194675
llanquihue 2016 3 16 8 0 0.32100499383194675
llanquihue 2016 3 16 9 0 0.32100499383194675
llanquihue 2016 3 16 10 0 0.32100499383194675
llanquihue 2016 3 16 12 0 2.3688150807939286
llanquihue 2016 3 16 19 0 0.11640537690299904
llanquihue 2016 3 16 22 0 0.9020493208822199
llanquihue 2016 3 17 1 0 0.8745654439113374
llanquihue 2016 3 17 2 0 0.8745654439113374
llanquihue 2016 3 17 3 0 0.8745654439113374
llanquihue 2016 3 17 4 0 0.8745654439113374
llanquihue 2016 3 17 5 0 0.8745654439113374
llanquihue 2016 3 17 6 0 1.6542008430438007
llanquihue 2016 3 17 7 0 1.6542008430438007
llanquihue 2016 3 17 8 0 0.7796353991324633
llanquihue 2016 3 17 9 0 0.7796353991324633
llanquihue 2016 3 17 12 0 0.21766670404520636
llanquihue 2016 3 18 7 0 0.20650338501907298
llanquihue 2016 3 21 4 0 0.41737238933729637
llanquihue 2016 3 22 2 0 0.6219535040653537
llanquihue 2016 3 23 12 0 1.1271070180562703
llanquihue 2016 3 29 7 0 1.5305539140351943
llanquihue 2016 3 30 1 0 1.2259954663962538
llanquihue 2016 3 30 2 0 1.6354768969681017
llanquihue 2016 3 30 3 0 1.2259954663962538
llanquihue 2016 3 30 4 0 1.2259954663962538
llanquihue 2016 3 30 5 0 1.2259954663962538
llanquihue 2016 3 30 6 0 1.2259954663962538
llanquihue 2016 3 30 7 0 1.612576923835161
llanquihue 2016 3 30 8 0 0.38658145743890726
llanquihue 2016 3 30 9 0 1.2600341882613928
llanquihue 2016 3 30 10 0 1.679283416724556
llanquihue 2016 3 30 11 0 1.359208320239688
