llanquihue 2016 1 2 16 0 0.11609250703559477
llanquihue 2016 1 9 12 0 0.03444537854752198
llanquihue 2016 1 14 6 0 1.360967657879158
llanquihue 2016 1 15 9 0 3.714475144522444
llanquihue 2016 1 16 2 0 0.11619749196026458
llanquihue 2016 1 21 7 0 0.07837091616974504
llanquihue 2016 1 23 9 0 0.03843141792010787
llanquihue 2016 1 24 16 0 2.6202491618872044
llanquihue 2016 1 26 0 0 1.1643496095235581
llanquihue 2016 1 26 1 0 0.21038608970478792
llanquihue 2016 1 26 8 0 0.32023372339176726
llanquihue 2016 1 26 9 0 0.32023372339176726
llanquihue 2016 1 26 10 0 0.32023372339176726
llanquihue 2016 1 26 11 0 0.9302194847933565
llanquihue 2016 1 26 12 0 1.8055711413799393
llanquihue 2016 1 26 13 0 0.875351656586583
llanquihue 2016 1 26 14 0 0.875351656586583
llanquihue 2016 1 26 15 0 0.875351656586583
llanquihue 2016 1 26 16 0 0.875351656586583
llanquihue 2016 1 26 17 0 0.875351656586583
llanquihue 2016 1 26 20 0 1.0641964507573343
llanquihue 2016 1 26 22 0 0.7436874483466157
llanquihue 2016 1 27 7 0 0.18360397037030318
llanquihue 2016 1 27 9 0 0.6332609297983003
llanquihue 2016 1 27 12 0 1.0819436218871303
llanquihue 2016 1 27 13 0 1.0819436218871303
llanquihue 2016 1 27 14 0 1.0819436218871303
llanquihue 2016 1 28 18 0 0.3071782857586191
llanquihue 2016 2 8 21 0 2.7806321636941216
llanquihue 2016 2 11 15 0 0.24843714756544616
llanquihue 2016 2 12 5 0 0.3507739592085905
llanquihue 2016 2 12 6 0 0.3507739592085905
llanquihue 2016 2 12 7 0 0.3507739592085905
llanquihue 2016 2 12 8 0 0.3507739592085905
llanquihue 2016 2 12 14 0 7.054871597864377
llanquihue 2016 2 12 16 0 2.1502292497479636
llanquihue 2016 2 12 17 0 2.1502292497479636
llanquihue 2016 2 13 7 0 0.6809904384277751
llanquihue 2016 2 14 3 0 0.4473022651096703
llanquihue 2016 2 14 4 0 0.4473022651096703
llanquihue 2016 2 14 5 0 0.503343741272907
llanquihue 2016 2 14 6 0 0.5488433772484667
llanquihue 2016 2 14 7 0 0.4473022651096703
llanquihue 2016 2 15 0 0 0.9733626496712279
llanquihue 2016 2 16 5 0 0.594144462428072
llanquihue 2016 2 16 6 0 0.594144462428072
llanquihue 2016 2 16 7 0 1.6124402933707618
llanquihue 2016 2 16 12 0 0.3507327616773641
llanquihue 2016 2 16 13 0 0.3507327616773641
llanquihue 2016 2 16 14 0 0.3507327616773641
llanquihue 2016 2 16 15 0 0.3507327616773641
llanquihue 2016 2 17 9 0 0.2993067214304143
llanquihue 2016 2 18 4 0 0.10894928251343258
llanquihue 2016 2 19 20 0 0.15202287423296423
llanquihue 2016 2 21 22 0 0.005267540778153186
llanquihue 2016 2 22 15 0 0.8352998940290108
llanquihue 2016 2 23 16 0 0.12787796192591072
